aal ale
begehrt covets
begehrte covetted
begierig aware
beginnen begin
beginnend commencing
beginnt begins
beglaubigen accredit
beglaubigend accrediting
beglaubigte accredited
begleiten accompany
begleitend accompanying
begleitet accompanied
beglueckwuenschen felicitate
beglueckwuenschend felicitating
beglueckwuenscht felicitated
begraben bury
begreifen comprehend
begreifend apprehensive
begreift comprehends
begrenzend confining
begrenzt confines
begrenzte confined
begrenzter narrower
begriffen comprehended
begruendet causes
begruessend welcoming
begruesst welcomes
begruesste welcomed
beguenstigen pander
beguenstigend pandering
beguenstigt panders
beguenstigte benefited
begutachten survey
begutachtend surveying
begutachtete surveyed
behaelt retains
behaglich cosily
behaltend retaining
behandeln medicate
behandelnd medicating
behandelt handled
behandelte medicated
beharren insist
beharrend persisting
beharrlich insistent
beharrte persisted
behaupten allege
behauptend alleging
behauptet alleges
behauptete avered
beherrschend governmental
beherrscht governed
behexen bedevil
behexend bedevilling
behexte bedevilled
beibehalten maintain
beibehaltend maintaining
beide both
beiderseitig mutual
beifuegend attributing
beigefuegt affected
beigetragen contributed
beigetreten acceded
beinahe nearly
beinhalten conclude
beiseite aside
beispiellos unexampled
beissend biting
beitragen contribute
beitragend contributing
beitretend acceding
beizeiten betimes
bekannt known
bekannte avowed
bekanntgeben intimate
bekanntgebend intimating
bekanntgegeben intimated
bekennen avow
bekennend avowing
bekennt avows
beklagenswert lamentable
beklagte bewailed
bekleckernd blotting
bekleckert blotted
bekleidend vesting
bekleidet vested
bekommen gotten
bekraeftigen affirm
bekraeftigend affirming
bekraeftigt affirms
bekraeftigte affirmed
belaestigen harass
belaestigend annoying
belaestigt harasses
belaestigte harassed
belagern beleaguer
belagernd beleaguering
belagert beleaguers
belagerte beleaguered
belanglos irrelevantly
belasten encumber
belastend encumbering
belastet burdened
belauschen overhear
belauschend overhearing
belauscht overhears
belauschte overheared
beleben enliven
belebend enlivening
belebt enlivened
belebte vitalized
belegen engage
belegend allocating
belegt allocates
belehrt disabuses
beleidigen insult
beleidigt insults
beliebt liked
belohnen recompense
belohnend recompensing
belohnt recompenses
belohnte recompensed
bemerkenswert notable
bemerkt perceived
bemitleidend pitying
bemitleidet pitied
bemuehen endeavor
bemuehend endeavoring
bemueht endeavors
bemuehte endeavored
benachbart adjacent
benachteiligt unprivileged
benehmend behaving
beneiden envy
beneidend envying
beneidenswert enviable
beneidet envies
beneidete envyed
benoetigend needing
benoetigt needed
benutzen use
benutzend using
benutzt used
beobachten observate
beobachtend observating
beobachtet observates
beobachtete observated
bequem modest
beraet consults
beratend consultative
berauben bereave
beraubend bereaving
beraubt bereaves
beraubte bereaved
berauschend intoxicant
berechnen calculate
berechnend accounting
berechnet accounts
berechtigend warranting
berechtigte warranted
beredsam eloquent
bereisen perambulate
bereisend perambulating
bereist perambulates
bereiste perambulated
bereitet prepares
bereuen repent
bereuend repenting
bereut repents
bereute repented
bergab downhill
bergan uphill
bergen salvage
bergend salvaging
berichten refer
berichtend referring
berichtet refered
berichtete told
berichtigen amend
berichtigte amended
berieseln sprinkle
berieselnd sprinkling
berieselt sprinkles
berieselte sprinkled
beruechtigt notorious
beruecksichtigte respected
beruegen defraud
beruehmt famed
beruehrend touching
beruehrt touched
beruehrte contacted
beruflich vocational
beruhigen allay
beruhigend appeasing
beruhigt appeases
beruhigte appeased
besachlagnahmen sequestrate
besaenftigen mollify
besaenftigend mollifying
besaenftigt mollified
besann bethought
besass possessed
beschaedigen injure
beschaedigend mauling
beschaedigt corrupted
beschaedigte mauled
beschaeftigend employing
beschaeftigt busy
beschaemen abash
beschaemend abashing
beschaemt abashes
beschaemte abashed
beschattete shadowed
bescheiden humble
bescheinigen certificate
bescheinigend certifying
bescheinigt certificates
bescheinigte certified
beschichten face
beschierte besmeared
beschimpfen revile
beschimpfend reviling
beschimpft reviles
beschimpfte reviled
beschlagnahmen confiscate
beschlagnahmend confiscating
beschlagnahmt confiscates
beschlagnahmte confiscated
beschleunigen accelerate
beschleunigend accelerating
beschleunigende speeding
beschleunigt accelerated
beschleunigte quickened
beschmieren besmear
beschmierend besmearing
beschmiert besmeares
beschmierte daubed
beschmutzen pollute
beschmutzend polluting
beschmutzt pollutes
beschmutzte polluted
beschneiden trim
beschraenken confine
beschraenkteste narrowest
beschreiben describe
beschreibend describing
beschreibt describes
beschrieben described
beschriften inscribe
beschriftend inscribing
beschriftet inscribes
beschuetzen patronize
beschuetzend guarding
beschuetzt patronizes
beschuetzte patronized
beschuht shod
beschuldigen incriminate
beschuldigend accusing
beschuldigt accuses
beschuldigte accused
beschwatzen wheedle
beschwatzend wheedling
beschwatzt wheedles
beschwatzte wheedled
beschwoeren conjure
beschwoerend conjuring
beschwoert evokes
beschworen conjured
beseitigen eliminate
beseitigend nullifying
beseitigt removed
besetzt occupies
besiedelnd settling
besiedelt settles
besiegen vanquish
besiegend vanquishing
besiegt vanquishes
besiegte vanquished
besinnen bethink
besitzen possess
besitzend owning
besitzt possesses
besoffen primed
besohlend soling
besohlt soled
besonders especially
besorgt solicituous
bespickend spiking
besprechen discuss
besprechend discussing
besprochen discussed
besser better
bessern reclaim
bestaendig settled
bestaendigste constantest
bestaetigen certify
bestaetigt confirmed
bestaetigte acknowledged
bestand existed
beste best
bestechen bribe
bestechlich corruptible
bestehen exist
bestehend consisting
besteht consists
bestellend tilling
bestellt tills
bestellte tilled
bestens optimally
besteuern taxes
besteuert assessed
bestimmbar determinable
bestimmen appoint
bestimmend appointing
bestimmt appoints
bestimmte appointed
bestrafen penalize
bestrafend penalizing
bestraft penalizes
bestrafte penalized
bestrahlend irradiating
bestrahlt irradiates
bestrahlte irradiated
besuchen visit
besuchend visiting
besucht visits
besuchte visited
besudeln smirch
besudelnd smirching
besudelt smirches
besudelte smirched
betaetigt stroke
betaeuben deafen
betaeubend deafening
betaeubt deafens
betaeubte intoxicated
betitelnd titling
betitelt entitled
betoeren infatuate
betoerend infatuating
betoert infatuates
betoerte infatuated
betonen accentuate
betonend accenting
betont accents
betonte accentuated
betrachten contemplate
betrachtend contemplating
betrachtet considered
betrachtete contemplated
betraechtlich considerable
betragend amounting
betrauern bemoan
betrauernd bemoaning
betrauert bemoans
betrauerte bemoaned
betreffend concerning
betreiben bustle
betreten accede
betriebsfaehig operable
betrogen cheated
betrueben afflict
betruebend afflicting
betruebt afflicts
betruebte afflicted
betruegen cheat
betruegend defrauding
betruegerisch deceitful
betruegt cheats
betrunken drunken
bettelnd mendicant
bettend bedding
bettlaegrig bedrid
beunruhigen disquiet
beunruhigend disquieting
beunruhigt disquiets
beunruhigte disquieted
beurteilend criticizing
beurteilt criticizes
beurteilte criticized
bevoelkern populate
bevoelkernd populating
bevoelkert populates
bevoelkerte populated
bevor before
bevorrechtigt privileged
bevorzugt preferred
bewacht guarded
bewaehrt proved
bewaessern irrigate
bewaessernd irrigating
bewaessert irrigates
bewaesserte irrigated
bewahren preserve
bewahrend preserving
bewaldet wooded
bewandert versed
bewegen budge
bewegend budging
beweglich movable
bewegt budges
bewegte budged
bewegungslos motionless
bewerten rate
bewertet valued
bewoelkt overcast
bewohnbar habitable
bewohnen inhabit
bewohnend inhabiting
bewohnt inhabits
bewohnte inhabited
bewundern admire
bewundernswert admirable
bewusst conscious
bezahlen pay
bezahlend paying
bezahlt paid
bezaubern enchant
bezaubernd charming
bezaubert enchanted
bezauberte fascinated
bezeichnen denote
bezeichnend denoting
bezeichnende significant
bezeichnenderweise significantly
bezeichnet denoted
bezeugen testified
bezeugend testifying
bezeugt testifies
bezeugte wittnessed
beziehen correlate
beziehend correlating
bezieht correlates
biegen inflect
biegend inflecting
biegsam limber
biegt inflects
bieten bid
bigann began
bildend formative
bildhaft pictoral
billig cheap
billigend approving
billigste cheapest
billigt approves
binden bind
bindend binding
bindet binds
biografisch biographical
birgt salvages
bis til
bisher hitherto
bissig snappily
bisweilen sometimes
bitte please
bitten beg
bittend begging
bitter bitter
bittet begs
blaesslich pallidly
blaest toots
blaettern browse
blamieren blame
blamierend stultifying
blamiert stultifies
blamierte stultified
blasen blow
blasend blowing
blass pale
blau blue
bleiben abide
bleibend remaining
bleibt residents
bleichen blanch
bleichend blanching
bleicht blanches
bleiern leaden
blenden dazzle
blendend dazzling
blendet dazzles
blies blew
blind blind
blindlings blindfold
blinken blink
blinkend blinking
blinkt blinks
blockierend blocking
blockiert blocked
bloede daft
bloeken bleat
bloekend bleating
bloekt bleats
blond fair
bloss mere
bluehend florid
blutdurstig sanguinary
bluten bleed
blutend bleeding
blutet bleeds
blutig gorily
blutige bloody
blutruenstig bloodthirsty
boese sinister
boeswillig malignant
bohren bore
bombardieren bombard
bootbare bootable
booten boot
borgen borrow
borgend borrowing
borgt borrows
boshaft fiendish
brach broke
braeunen tan
braeunend tanning
braeunt tans
brand- brand
braten fry
brauchbar usable
brauchen need
brauen brew
braun brown
brausen bluster
brausend blustering
braust blusters
braut brews
brechbar breakable
brechen crack
brechend rupturing
breiig pappily
breit broadly
brennbar combustible
brennen burn
brennend blazing
brennt blazes
bricht ruptures
brilliant brillant
bringen bring
bringend bringing
bringt brings
britisch british
bronzen brazen
bruederlich brotherly
bruellen bawl
bruellend bellowing
bruellt bawls
bruellte bawled
brueten breed
bruetend hatching
bruetet hatches
brummend growling
brummt growls
brutal brutal
buchstabieren alphabetize
buchstabiert spelled
buchstaeblich literal
buegelnd ironing
buendelnd bundling
buergend bailing
buergerlich civic
buergt bails
buerstend brushing
buerstet brushes
buessen atone
buessend atoning
buesst atones
bummeln saunter
bummelnd sauntering
bummelt saunters
bummelte sauntered
bumsen thump
bumsend thumping
bumst thumps
bunt coloured
buschig bushily
charakteristische characeristics
checken check
chemisch chemical
chirurgisch surgical
christlich christian
chronisch chronic
chronologisch chronological
codierbar codeable
codieren encode
codierend coding
codiert coded
compiliert compiled
dachte thoughts
dadurch thereby
daemmernd dawning
daemmert dawns
daemmerte dawned
daempfen damp
daempfend muting
daempft mutes
daher hence
dahinter behind
damit therewith
dampfen steam
dampfend steaming
dampft steams
danach hereafter
daneben aside
dankbar gracefully
dankend reciprocating
dankt reciprocates
dann then
darauf thereupon
darbietend presenting
dargelegt presented
dargestellt personated
darstellen depict
darstellend depicting
daruebergelegt superimposed
das that
datenstampfen datestamp
datierend dating
datiert dated
dauerhaft durable
dauernd perennial
dauert lasts
dazwischen interjacent
deaktiviert deactivated
decken defray
decodieren decode
decodiert decodes
decodierte decoded
defekt damaged
definierbar definable
definieren define
definierend defining
definiert defined
degradieren demote
degradierend demoting
degradiert demotes
degradierte demoted
dehnend stretching
dekompilieren decompile
demokratisch democratic
demonstrativ demonstrative
demonstrieren demonstrate
demonstrierend demonstrating
demonstriert demonstrates
demuetigend abasing
demuetigt humbles
denkbar conceivable
denken think
denkend thinking
denkt thinks
denkwuerdig memorable
denn for
desgleichen ditto
deshalb therefore
deswegen therefore
detailliert detailed
deutliche broad
deutsch german
deutsche german
dezimal decimal
diagnostisch diagnostic
diagonal diagonal
dicht dense
dichter densier
dichteste densiest
dick thick
dicker thicker
dienen conduce
dienend servicing
dienlich conducive
dient conduces
diese these
dieses thus
differenzieren differentiate
dimensional dimensional
dimensionierend dimensioning
direkt direct
diskret discrete
diskutiert discusses
doesen doze
doesend dozing
doest dozes
doeste dozed
dokumentierend documenting
dokumentiert documented
donnernd thundering
donnert thunders
doppeldeutig ambiguously
doppelt double
dornig spinily
dort there
dosieren meter
draengen urge
draengend thronging
draengt throngs
drahtig wirily
drahtlos wireless
drall buxomly
dralle buxom
dramatisch dramatic
draussen outside
drehbar hinged
drehen rotate
drehend revolving
drehende spinning
dreht revolves
drei three
dreieckig triangular
dreifach threefold
dreimal thrice
dreissig thirty
dreist brash
dreizehn thirteen
dreschend threshing
dringend imperatively
drischt threshes
dritte third
drittens thirdly
droehnend booming
drohen impend
drohend impending
drohende imminent
droht impends
druckbar printable
druckbare printables
drucken print
druckend printing
druckt prints
druecken depress
drueckend presssing
drueckt presses
du thou
duenn tenuous
duerftig poor
duerr arid
duerstend thirsting
duerstet thirsts
duester dusky
duftend fragrant
dulden tolerate
dumm dull
dunkel abstruse
dunkelfett darkbold
dunkeln darken
dunkelste darkest
dunkler darker
dunstig dankly
duplex duplex
duplizieren duplicate
dupliziert duplicated
durch across
durchaus absolutely
durchbohren pierce
durchbohrend piercing
durchbohrt pierced
durchdringbar penetrable
durchdringen penetrate
durchdringend penetrating
durchdringt thrills
durchdrungen pervaded
durcheinandergeworfen jumbled
durcheinanderwerfend jumbling
durchfallen flunk
durchfallend flunking
durchflutend flushing
durchflutet flushed
durchfuehrbar feasible
durchfuehren perform
durchgedrungen penetrated
durchgefallen flunked
durchgesehen perused
durchgesickert percolated
durchgewuehlt ransacked
durchlaessig permeable
durchlaufen travers
durchloechern perforate
durchloechernd perforating
durchloechert perforates
durchloecherte perforated
durchnaessen soak
durchnaessend soaking
durchnaesst soaked
durchqueren traverse
durchquerend traversing
durchquert traversed
durchschalten interconnect
durchschnittich medium
durchsichtig transparent
durchsickern percolate
durchsickernd percolating
durchstechen transfix
durchstechend transfixing
durchsticht transfixes
durchstochen transfixed
durchsuchen rummage
durchsuchend rummaging
durchsucht rummages
durchsuchte rummaged
durchweicht sodden
durchwuehlen ransack
durchwuehlend ransacking
durchwuehlt ransacks
durstig thirstily
duschen douche
duschend douching
duscht douches
dutzende dozens
dynamische dynamic
dynamischffektiv dynamically
ebgelehnt repudiated
echt genuine
edel noble
ehe ere
ehebrecherisch adulterous
ehelich conjugal
ehemals formerly
eher rather
eher...als rather...than
ehrbar reputable
ehren revere
ehrend revering
ehrenvoll honestly
ehrenwerte honest
ehrerbietig respectful
ehrlich faithfully
ehrlos dishonourable
ehrt reveres
ehrwuerdig reverend
eichend gauging
eifersuechtig jealous
eifersuechtiger jealousier
eifersuechtigst jealousiest
eifrig eager
eigen own
eigennuetzig selfish
eigensinnig wayward
eigerissen jaggy
eilen haste
eilend hasting
eilt hastes
ein impliesschliesst
einaeschern incinerate
einaeschernd incinerating
einatmen inhale
einatmend inhaling
einbaufertig pre-finished
einbeziehen include
einbeziehend implying
einbezogen included
einbrechend irruptively
einbuergern nationalize
einbuergernd nationalizing
einbuessen forfeit
einbuessend forfeiting
eindosend tinning
eindringen infiltrate
eindringend infiltrating
eindrucksvoll impressive
eine an
einengend narrowing
eines ones
einfach facile
einfacher simpler
einfachste simplest
einfachwirkend single-acting
einfaedelnd threading
einfallslos unimaginative
einfarbig unichrome
einfassen gird
einflussreich influential
einfrieren freeze
einfrierend freezing
einfuegen infix
einfuegend inserting
einfuehren inaugurate
einfuehrend introducing
eingeaeschert incinerated
eingeatmet inhaled
eingeben enter
eingebend inputting
eingebildet conceited
eingebuergert naturalized
eingebuesst forfeited
eingedenk mindful
eingedost tinned
eingedrungen infiltrated
eingeengt narrowly
eingefaedelt threaded
eingefroren froze
eingefuegt inserted
eingefuehrt inaugurated
eingegeben entered
eingegossen infused
eingegriffen encroached
eingehuellt jacketed
eingeimpft inoculated
eingeklinkt latched
eingekreist encircled
eingeladen invited
eingelegt inlaid
eingeleitet prefaced
eingeordnet ranged
eingepflanzt implanted
eingepraegt impressed
eingeraeumt conceded
eingerichtet arranged
eingeschaerft inculcated
eingeschlossen comprised
eingeschnitten gashed
eingeschoben interpolated
eingeschraenkt restricted
eingeschuechtert browbeated
eingeschuechterte overawed
eingeseift soaped
eingespritzt injected
eingestandenermassen avowedly
eingetaucht dipped
eingeteilt rationed
eingetraeufelt instilled
eingewandert immigrated
eingewandt demured
eingeweiht privily
eingewickelt enveloped
eingewirkt appealed
eingeworfen interposed
eingezaeunt fenced
eingezwaengt wedged
eingiessen infuse
eingiessend infusing
eingreifen encroach
eingreifend encroaching
eingrenzen isolate
einheimisch aboriginal
einheitlich uniform
einige some
einimpfen inoculate
einimpfend inoculating
einkaufend shopping
einkerbend indenting
einklinkend latching
einkreisen encircle
einkreisend encircling
einladen invite
einladend inviting
einlegend sandwiching
einleitend initiatively
einmal once
einmuetig unanimous
einpraegen impress
einpraegend impressing
einraeumend conceding
einreihen enqueue
einrichten arrange
einrichtend establishing
einruecken indent
einsam lonely
einsatzhaerten case-harden
einschaerfen inculcate
einschaerfend inculcating
einschaetzend taxing
einschalten plug
einschiebend interpolating
einschlaefernd somniferous
einschliessen imbed
einschliessend comprising
einschliesslich conclusively
einschneiden incise
einschneidend gashing
einschraenken restrict
einschraenkend restricting
einschuechtern browbeat
einschuechternd intimidating
einseifend soaping
einseitig onesided
einsetzen implant
einspritzen inject
einspritzend injecting
einstampfend stamping
einstellbar adjustable
einstellen adjust
einstellig monadic
einstimmig concordant
eintauchen dip
einteilen grade
einteilend rationing
eintoenig drab
eintraeglich gainful
eintraegliche lucrative
eintraeufeln instil
eintraeufelnd instilling
eintragen enrol
einwachsend ingrowing
einwaerts inward
einwandern immigrate
einwandernd immigrating
einweisen instruct
einwendend demuring
einwerfend interposing
einwickeln envelop
einwickelnd enveloping
einwirken appeal
einwirkend appealing
einzaeunen corral
einzaeunend fencing
einzeln apartly
einzelne single
einzig sole
einzigartig unique
einzwaengen wedge
einzwaengend wedging
eisig glacial
eitel vain
eitern suppurate
eiternd suppurating
eitert suppurates
eitrig ulcerous
eiversuechtig jealously
ekelhaft loathsome
ekeln disgust
ekelnd disgusting
ekliger nastier
ekligste nastiest
elastisch elastic
elegant elegant
elektrisch electric
elektronisch electronic
elementare elementary
elend calamitous
elf eleven
elfte eleventh
eliminiert eliminates
ellyptisch elliptical
empfaenglich receptive
empfaengt receipts
empfangen conceived
empfangend receipting
empfehlen commend
empfehlend commending
empfiehlt commends
empfindend sentient
empfindlich queasily
empfohlen commended
empoert indignantly
enbrechend irruptive
endend ending
endet ceases
endgueltig conclusive
endlos endless
energisch energetic
enfaltete unfurled
eng closely
engelhaft angelic
enger closer
engherzig hidebound
englisch english
engstirnig illiberal
enlastet exonerated
entarten deganerate
entartend degenerating
entartet degenerates
entartete degenerated
entbehrlich dispensable
entbehrlicher dispensablier
entbehrlichst dispensabliest
entdecken discover
entdeckend detecting
entdeckt detected
entehren dishonor
entehrend dishonorable
entfalten unfurl
entfaltend unfurling
entfaltet unfurls
entfernt distant
entfernte remote
entflammen inflame
entflammend inflaming
entflammt inflames
entflammte inflamed
entfremden estrange
entfremdend estranging
entfremdet estranged
entfuehren abduct
entfuehrend abducting
entfuehrt abducts
entfuehrte abducted
entgegen vice
entgegengesetzt contrarily
entgegensetzen oppose
entgeistert aghast
entgengesetzt polar
entgueltig definitely
enthaelt comprises
enthaeutend skinning
enthalten contain
enthaltend containing
enthaltsam abstemiously
enthielt contained
enthuellen unveil
enthuellend revealing
enthuellt discloses
enthuellte unveiled
entkam escaped
entkleiden strip
entkleidend stripping
entkleidet strips
entkleidete stripped
entkommt escapes
entkomprimieren decompress
entkomprimiert decompressed
entkorken uncork
entkorkend uncorking
entkorkt uncorks
entkorkte uncorked
entkraeftet effete
entladen unload
entlaedt discharges
entlaesst disbands
entlaeuft elopes
entlang along
entlarven unmask
entlarvend unmasking
entlarvt unmasks
entlarvte unmasked
entlassen disband
entlassend disbanding
entlasten exonerate
entlastend exonerating
entlastet exonerates
entlaufen elope
entlaufend eloping
entleeren vacate
entleerend emptying
entlegen outlying
entlueften vent
entmannen unman
entmannend unmanning
entmannt unmans
entmannte unmanned
entmarkieren untag
entmutigen daunt
entmutigend daunting
entmutigt daunted
entmutigte dejected
entnehmen extract
entnerven unnerve
entnervend enervating
entnervt enervated
entnervte unnerved
entraetseln unriddle
entraetselnd unravelling
entraetselt unravelled
entraetselte unriddled
entreissen wrest
entreissend wresting
entriegelt unlock
entrissen wrested
entruestet indignant
entsagen abdicate
entsagend abdicating
entsagt abdicated
entschaedigen reimburse
entschaedigend reimbursing
entschaedigt reimburses
entschaedigte reimbursed
entscheiden decide
entscheidend crucial
entscheidender decisivier
entscheidet decides
entschied decided
entschlossen determined
entschluesseln encrypt
entschluesselt decrypted
entschuldbar excusable
entschuldigen apologize
entschuldigend apologizing
entschuldigt apologizes
entschuldigte apologized
entschwindet escapades
entsetzlich horrible
entsetzt horrified
entspannen unbend
entspannend relaxing
entspannt relaxed
entspannte unbended
entsprach corresponded
entsprechen comply
entsprechend complying
entspricht complies
entsprochen complied
entstanden accrued
entstehen accrue
entstehend accruing
entsteht accrues
entstellen deface
entstellend defacing
entstellt defaces
entstellte defaced
enttaeuschen disappoint
enttaeuschend disappointing
enttaeuscht disappointed
enttaeuschte disappointed
entwaessert drains
entwaffnen disarm
entwaffnend disarming
entwaffnet disarms
entwaffnete disarmed
entweder either
entweder...oder either...or
entweichen leak
entweihen desecrate
entweihend desecrating
entweiht desecrates
entweihte desecrated
entwenden purloin
entwendend purloining
entwendet purloins
entwendete purloined
entwerfend designing
entwickeln develop
entwickelnd developing
entwickelt developed
entwickelte evolved
entwicklungsgemaess developmental
entwirft designs
entwirren unravel
entwirrend untangling
entwirrt untangles
entwirrte untangled
entwoehnen wean
entwoehnend weaning
entwoehnt weans
entwoehnte weaned
entwurzeln disroot
entwurzelnd disrooting
entwurzelt disroots
entwurzelte disrooted
entziehen withdraw
entziffern decipher
entziffert deciphers
entzifferte deciphered
entzueckt rapt
entzuendbar inflammable
entzuenden ignite
entzuendend igniting
entzuendet ignited
er he
erbaermlich paltrily
erbend inheriting
erbleichte blanched
erblich hereditary
erblicken behold
erblickend beholding
erblickt beholds
erblickte beholded
erbrechen puke
erbrechend puking
erbricht pukes
erbrochen puked
erbt inherits
erdichtet fictional
erdrosseln throttle
erdrosselnd throttling
erdrosselt throttles
erdrosselte throttled
erdulden undergo
erduldend undergoing
erduldet undergoes
erduldete undergone
ereignen befall
ereignislos uneventful
ereignisreich eventfull
erfahren adept
erfahrungsgemaess empirical
erfassen apprehend
erfassend apprehending
erfasst apprehends
erfasste apprehended
erfinden invent
erfindend inventing
erfinderisch inventive
erflehen crave
erfleht craves
erflehte craved
erfolglos unsuccessfully
erfolgreich prosperous
erforderlich requisitely
erfordern necessitate
erfordernd necessitating
erfordert necessitates
erforderte necessitated
erforschen investigate
erforschend investigating
erforscht investigates
erforschte investigated
erfreuen gladden
erfreuend delighting
erfreulich enjoyable
erfreut delights
erfreute gladdened
erfrischend recreating
erfuellt fulfilled
erfundet invented
ergab resulted
ergaenzend integrating
ergeben addicted
ergebenst sincerely
ergibt results
ergiessen gush
ergraut hoary
ergreifend seizing
ergreift seizes
ergriffen seized
erhaben elevated
erhaelt conceives
erhaeltlich obtainable
erhalten conceive
erheben elevate
erhebend arising
erheblich relevant
erhebt extols
erheitern exhilarate
erheiternd exhilarating
erheitert exhilarated
erhielt received
erhitzend heating
erhoben arisen
erhoehen exalt
erhoehend elevating
erhoeht elevates
erhoehte heightened
erinnern remeber
erinnernd remembering
erinnert remembered
erinnerte reminded
erkannbare cognizable
erkennbar cognizably
erkennen perceive
erkennend recognizing
erkennnen detect
erkennt perceives
erklaeren declare
erklaerend declaring
erklaerlich explicable
erklaert declared
erklaerte expounded
erkranken sicken
erkrankend sickening
erkrankt sickens
erkrankte sickened
erlaeutern elucidate
erlaeuternd commenting
erlaeutert elucidates
erlaeuterte elucidated
erlangt obtains
erlangte obtained
erlauben allow
erlaubend allowing
erlaubt allows
erlaubte allowed
erledigt done
erleichtern alleviate
erleichternd facilitating
erleichtert facilitated
erleichterte relieved
erleuchten enlighten
erleuchtend enlightening
erleuchtet enlightened
erleuchtete lit
erloschen extinct
ermaechtigen authorize
ermaechtigend authorizing
ermaechtigt authorized
ermahnen admonish
ermahnend admonishing
ermahnt admonishes
ermahnte admonished
ermatten languish
ermattend fainting
ermattet fainted
ermattete languished
ermitteln ascertain
ermittelnd ascertaining
ermittelt ascertains
ermittelte ascertained
ermoeglichen submit
ermoeglichend enabling
ermoeglicht enabled
ermueden tire
ermuedend fatigueing
ermuedet fatigues
ermuedete fatigued
ermutigen elate
ermutigend elating
ermutigt elated
ernannte nominated
ernennen nominate
ernennend nominating
ernennt nominates
erneuerbare renewable
erneuern regenerate
erneuernd rebuilding
erneuert rebuild
erneuerte regenerated
erniedrigen abase
erniedrigend vulgarizing
erniedrigt abases
erniedrigte abased
ernst earnest
ernten reap
erntend harvesting
erntet harvests
erobern conquer
erobernd conquering
erobert conquers
eroberte conquered
eroertern argue
eroerternd arguing
eroertert argues
eroerterte argued
erpressen extort
erpressend extorting
erpresst extorts
erpresste extorted
erprobt tried
errechnet computes
erregen excite
erreichen attain
erreichend attaining
erreicht attains
erreichte attained
errichten erect
errichtend erecting
errichtet constitutes
erroetend blushing
erroetet blushed
erschaffend fabricating
erschallend pealing
erscheinen appear
erscheinend appearing
erscheint appears
erschien appeared
erschlaegt slays
erschlagen slay
erschlagend slaying
erschoepfen exhaust
erschoepfend exhausting
erschoepft exhausted
erschrecken horrify
erschreckend horrifying
erschreckt horrifies
erschreckte terrified
erschuettert shocked
erschweren aggravate
erschwerend aggravating
erschwert aggravates
erschwerte aggravated
ersetzen substitute
ersetzend compensating
ersetzt compensates
erspaehen espy
erspaehend espying
erspaeht espies
erspaehte espyed
erst foremost
erstarren congeal
erstarrend congealing
erstarrt congeals
erstarrte congealed
erstaunend astonishing
erstaunt amazed
ersteigend mounting
ersticken smother
erstickend smothering
erstickt smothers
erstickte smothered
erstklassig first-class
erstrangig primarily
erstreben strive
ersuchen beseech
ersuchend beseeching
ersuchte besought
ertoent rings
ertraeglich tolerably
ertraegliche tolerable
erwachen awake
erwachsen adult
erwachte awoke
erwaegen consider
erwaegend pondering
erwaegt considers
erwaehnend mentioning
erwaehnt mentioned
erwarten await
erwartend awaiting
erwartet awaited
erweirtern extend
erweiterbar extensible
erweitern amplify
erweiternd amplifying
erweitert amplifies
erweiterte advanced
erweiterungsfaehig expandable
erwidern retort
erwidert retorts
erwogen pondered
erworben acquired
erwuergen strangle
erwuergend strangling
erwuergt strangles
erwuergte strangled
erzaehlen narrate
erzaehlend narrating
erzaehlt narrates
erzaehlte narrated
erzeugen constitute
erzeugend causing
erzeugt creates
erzeugte engendered
erzuernend incensing
erzuernt incensed
erzwingen enforce
erzwingend enforcing
erzwingt enforces
erzwungen compelled
es it
escape escape
essentiell essentially
etwas anything
eventuell maybe
ewig eternal
ewntnerven enervate
exakt minutely
exclusiv exclusively
exemplarisch exemplarily
existent existent
experimentell experimental
experimentierend experiencing
experimentiert experienced
explodieren detonate
explodierend detonating
explodiert detonates
explodierte detonated
exportierend exporting
exportierte exported
extrafein superfine
extrahiert extracted
extrem extreme
fabrizieren fabricate
fabriziert fabricates
fad stale
fadenscheinig threadbare
faehig able
faehrt navigates
faellig due
faellt drops
faelschen falsify
faelschend falsifying
faelscht falsifies
faengt captivates
faerben tinge
faerbend tinging
faerbt tinges
fahl livid
fahren navigate
fallen drop
fallend falling
falsch cattish
faltet folds
falzend grooving
falzt grooves
familiaer familiar
fangen catch
fangend captivating
fantastisch fancifully
farbig coloured
farbige colored
farblos colorless
faserig fibrous
fassen grip
fast almost
faszinierend fascinating
faul lazily
faulenzen lounge
faulenzend lounging
faulenzt lounges
fauler lazier
faulste laziest
febrizierte fabricated
federbelastet spring-loaded
federnd resilient
fehlbar fallible
fehlend missing
fehlerfrei faultless
fehlerhaft erroneous
fehlerhafte failing
fehlerlos flawless
fehlgehen astray
fehlgeleitet missent
fehlprogrammiert misprogramed
fehlzuenden misfire
feierlich solemn
feiern celebrate
feiernd celebrating
feiert celebrates
feig craven
feilbieten prostitute
feilbietend prostituting
feilgeboten prostituted
feilschen haggle
feilschend haggling
feilscht haggles
feindlich adverse
feindselig hostile
felsig rockily
fern afar
fernbleibend absenting
ferngeblieben absented
fertig readily
fertigen manufacture
fesseln enchain
fesselnd enchaining
fesselt enchains
fest firm
festgelegt fixed
festgemacht tightened
festhaftend bonded
festhalten retain
festhaltend abiding
festlegend locating
festlich convivial
